,Unnamed: 0,ID,Shape_Leng,Shape_Area,GitesMin√©,Superficie,Info_Gite,geometry
12,12,8.0,109561.699199,-358234378.669,Fer,0.0,,"POLYGON Z ((873398.7111999998 1450542.0363999996 0, 871110.4894000003 1447926.638699999 0, 865624.9579999996 1445488.5749999993 0, 863168.0592 1443241.0625 0, 862882.3572000004 1441945.8561000004 0, 862844.2614000002 1440745.8904 0, 862806.1656 1439736.4057999998 0, 863225.2028999999 1438365.0150000006 0, 864634.6815 1437012.6701999996 0, 865682.2665999997 1436536.4971999992 0, 866051.3092999998 1435975.7913000006 0, 866889.3839999996 1436966.229699999 0, 867651.267 1437461.4488999993 0, 869022.6498999996 1437842.3914 0, 869898.8202999998 1437842.3914 0, 870774.9907 1437690.0223999992 0, 871574.9530999996 1437194.803200001 0, 872451.1234999998 1436242.4370000008 0, 872908.2566 1435404.387599999 0, 872984.4482000005 1434375.8369999994 0, 872908.2566 1433042.5483 0, 872984.4482000005 1431671.1575000007 0, 873555.8521999996 1430528.3301 0, 874470.1184999999 1429461.6972000003 0, 878736.6502 1427404.6159000006 0, 880717.5329 1426833.2021999992 0, 882355.5864000004 1426071.3172999993 0, 884526.9480999997 1424280.9017999992 0, 890902.9234999996 1425367.7705000006 0, 890826.7977999998 1426967.7248999998 0, 891893.3482999997 1428034.3576999996 0, 892502.8810999999 1428339.115700001 0, 892274.3722999999 1429634.3121000007 0, 891588.5818999996 1430396.1970000006 0, 891360.0730999997 1431310.4508999996 0, 893874.3052000003 1431386.635399999 0, 895398.0053000003 1431615.208900001 0, 896540.8134000003 1432148.520300001 0, 896769.4540999997 1433215.1632000003 0, 896312.3044999996 1434434.1751000006 0, 896007.5380999995 1434815.1174999997 0, 895931.4124999996 1436262.7029 0, 895321.8797000004 1437405.5102999993 0, 894940.8557000002 1438167.3951999992 0, 893721.9220000003 1439005.4646000005 0, 892731.4972000001 1438776.9111000001 0, 892655.2396 1436567.4408999998 0, 891893.4555000002 1436186.4984000009 0, 890750.5815000003 1436643.6253999993 0, 890064.8570999997 1437100.7722999994 0, 889855.3797000004 1439189.9870999996 0, 889169.6469999999 1439113.8026 0, 886503.0729 1439647.114 0, 878427.0930000003 1438809.0446000006 0, 875836.7105 1439418.5505 0, 873855.7948000003 1440866.1259000003 0, 872865.3700000001 1443837.4711000007 0, 872789.1783999996 1446885.0008000005 0, 873398.7111999998 1450542.0363999996 0, 873398.7111999998 1450542.0363999996 0))"
13,13,8.0,74114.1680169,-214963985.526,Fer,0.0,,"POLYGON Z ((866203.676 1431671.0975000001 0, 866425.0851999996 1429489.0815999992 0, 866196.5433999998 1427546.2771000005 0, 865341.7708999999 1426165.3682000004 0, 858941.9402999999 1419003.6658999994 0, 860065.7829 1418053.6993000004 0, 863341.8568000002 1416682.3083999995 0, 864103.7399000004 1415082.3541 0, 864865.6228999998 1413177.6517999992 0, 865686.9336999999 1409606.3387000002 0, 873458.0812999997 1409758.7076999992 0, 876048.4638 1406254.0210999995 0, 879298.5385999996 1406567.1272999998 0, 878879.5176999997 1407748.0370000005 0, 878955.6928000003 1408890.8643999994 0, 879565.2092000004 1410452.726399999 0, 880327.0921999998 1411824.1173 0, 880403.2838000003 1412624.0944999997 0, 878955.6928000003 1414109.7621 0, 874584.3893999998 1416585.8881 0, 873060.6233000001 1419633.4277 0, 871841.6237000003 1421614.3045000006 0, 869403.5914000003 1425271.2802000009 0, 866203.676 1431671.0975000001 0, 866203.676 1431671.0975000001 0))"
14,14,8.0,131691.572667,712960657.023,Fer,0.0,,"POLYGON Z ((875439.1947999997 1399549.4658000004 0, 883493.6695999997 1397178.1184 0, 883836.5153000001 1396644.7970000003 0, 885455.5208 1396073.3833000008 0, 889036.3447000002 1395768.6352999993 0, 889550.6215000004 1395501.9695999995 0, 890064.8982999995 1395273.4060999993 0, 890407.744 1395006.7503999993 0, 890693.4461000003 1394606.7618000004 0, 890864.8772 1394187.7270999998 0, 890864.8772 1393673.4518 0, 890674.3980999999 1393159.1864999998 0, 890522.0313999997 1392511.5883000009 0, 890350.6003 1392168.7380999997 0, 890122.0420000004 1391787.7956000008 0, 889836.3399999999 1391502.0938000008 0, 889474.4463999998 1391292.5764000006 0, 887074.5099 1391235.4280999992 0, 886826.9036999997 1390911.6339999996 0, 886826.9036999997 1390721.1626999993 0, 886693.5684000002 1390321.1742000002 0, 886503.0976 1389883.0932999998 0, 886350.7226999998 1389502.1509000007 0, 886560.2412999999 1389502.1509000007 0, 886922.1266999999 1389387.8641 0, 887474.4993000003 1389311.6796000004 0, 888007.8075000001 1389140.2544999998 0, 888236.3823999995 1388835.4966000002 0, 888274.4781999998 1388187.8983999994 0, 888426.8448999999 1387845.0482 0, 888541.1322999997 1387673.6230999995 0, 888788.7385 1387368.8750999998 0, 889017.3132999996 1387197.4499999993 0, 889474.4463999998 1387026.0249000005 0, 889912.5151000004 1387121.2654999997 0, 890007.7545999996 1388111.7138999999 0, 890198.2335999999 1388587.887 0, 890464.8876999998 1388606.9331 0, 891207.7229000004 1388683.1175999995 0, 891569.6164999995 1388625.9792 0, 892331.4994999999 1388587.887 0, 892845.7598000001 1388321.2312000003 0, 892788.6326000001 1387330.7828000002 0, 893188.6220000004 1386892.7019999996 0, 893455.2762000002 1386454.6111999992 0, 893493.3720000004 1384740.3801000006 0, 893455.2762000002 1384149.9202999994 0, 893321.9408999998 1383826.1162 0, 893283.8450999996 1383388.0353999995 0, 893340.9888000004 1382911.8622999992 0, 893607.6429000003 1382759.4833000004 0, 893760.0261000004 1382930.9083999991 0, 893817.1698000003 1383635.6449999996 0, 893931.4572000001 1384397.5298999995 0, 894102.8717999998 1384930.8512999993 0, 894598.1007000003 1385083.2203000002 0, 895264.7441999996 1385140.3686999995 0, 895702.8130000001 1385083.2203000002 0, 896007.5794000002 1384854.6568999998 0, 896159.9626000002 1384607.0472999997 0, 896426.6002000002 1384340.3915 0, 896540.8876 1383902.3106999993 0, 896559.9519999996 1383502.3221000005 0, 896350.4415999996 1382549.966 0, 896198.0584000004 1382340.4485999998 0, 895836.1646999996 1382340.4485999998 0, 895759.9731000001 1382092.8389999997 0, 895988.5478999997 1381959.5062000006 0, 896331.3772 1381826.1733 0, 896350.4415999996 1381273.8157000002 0, 896464.6960000005 1380683.3559000008 0, 896426.6002000002 1380473.8386000004 0, 896331.3772 1380283.3673 0, 896140.8981999997 1380150.0344999991 0, 894769.5153000001 1379159.5961000007 0, 894617.1486 1378397.711100001 0, 894959.9943000004 1376626.331700001 0, 894921.8985000001 1375959.6874000002 0, 894864.7548000002 1375273.9869999997 0, 893836.2176999999 1375045.4234999996 0, 891417.2333000004 1375121.607999999 0, 890217.2814999996 1375712.0678000003 0, 889493.4778000005 1376664.4240000006 0, 888674.4676000001 1377064.4124999996 0, 888122.0948999999 1377502.4934 0, 883893.6507000001 1377673.9185000006 0, 877646.2198000001 1378454.8495000005 0, 877417.6449999996 1377616.7800999992 0, 872770.1716999998 1377540.5955999997 0, 872617.7884999998 1376931.0897000004 0, 870027.3894999996 1376931.0897000004 0, 869722.6396000003 1376702.5162000004 0, 865913.2326999996 1376397.7682000007 0, 864618.0248999996 1376321.5836999994 0, 864084.7001999998 1375940.6413000003 0, 862332.3757999996 1375331.1352999993 0, 860670.5248999996 1374187.1082000006 0, 861051.4168999996 1375558.4990999997 0, 860975.2253 1376777.5109 0, 860213.3753000004 1378529.8442000002 0, 858537.2259999998 1381348.8104999997 0, 857458.6365999999 1386749.8410999998 0, 858220.5526 1391016.3827 0, 860049.0191000002 1396044.8191 0, 865077.4008999998 1399244.7278000005 0, 870867.6986999996 1399549.4658000004 0, 875439.1947999997 1399549.4658000004 0, 875439.1947999997 1399549.4658000004 0))"
15,15,9.0,135497.731076,-471663668.775,Etein,0.0,,"POLYGON Z ((732264.7120000003 1404319.5647999998 0, 733983.6572000002 1401970.822899999 0, 734821.7812999999 1402656.5232999995 0, 736688.3766000001 1403227.9370000008 0, 738897.8671000004 1403570.7772000004 0, 741869.2076000003 1403494.5927000009 0, 744421.4943000004 1402694.6155999992 0, 745030.9940999998 1402161.2940999996 0, 745526.2395000001 1401551.7882000003 0, 746021.4518999998 1400789.9133000001 0, 746211.9309999999 1399913.7515999991 0, 746364.2812000001 1398923.303200001 0, 746288.1226000004 1398085.2337999996 0, 745335.7604999999 1395456.7288000006 0, 744078.6650999999 1393856.7744999994 0, 744183.3872999996 1393104.4276 0, 745402.3869000003 1391809.2213000003 0, 747611.8773999996 1390971.1519000009 0, 751192.7506999997 1390209.2769000009 0, 754316.4084999999 1390514.0249000005 0, 757516.3238000004 1392266.3582000006 0, 758735.3893999998 1393771.0719000008 0, 759644.8812999995 1396472.1820999999 0, 755835.4661999997 1397995.9419999998 0, 753321.2505000001 1399824.4597999994 0, 751264.1679999996 1402643.426000001 0, 749435.6519999998 1405767.1502 0, 748978.5188999996 1407824.2314999998 0, 749283.2770999996 1410338.4397 0, 749892.7768999999 1411938.3939999994 0, 751721.3010999998 1414681.1757999994 0, 754006.9501999998 1418795.3383000009 0, 755149.7747 1422452.3739 0, 756978.2906999998 1426337.943 0, 755735.3781000003 1428293.8148999996 0, 752992.6370999999 1430198.5472 0, 748649.9138000002 1430350.9562 0, 744535.7652000003 1429969.9937999994 0, 741716.8079000004 1426922.4941000007 0, 740573.9998000003 1423951.1389000006 0, 739754.9649 1421042.8907999992 0, 741964.4471000005 1419519.1209999993 0, 742650.1385000004 1418719.1437999997 0, 743031.0800000001 1418033.4634000007 0, 743145.3673999999 1416890.636 0, 743431.0694000004 1415633.5318999998 0, 743640.5799000002 1414909.7391999997 0, 744631.0294000003 1413595.4967 0, 745259.5854000002 1412624.0944999997 0, 745545.2791999998 1411862.2094999999 0, 745431.0082999999 1411252.7036000006 0, 744688.1731000002 1410700.3359999992 0, 743659.6277999999 1410547.9671 0, 742650.1385000004 1410681.2898999993 0, 741831.1118000001 1411462.2210000008 0, 740916.8537999997 1412033.6346000005 0, 740078.7791999998 1412300.2904000003 0, 738969.3091000002 1412243.1520000007 0, 736988.3934000004 1411328.8980999999 0, 735769.3607999999 1410262.2552000005 0, 734702.7443000004 1407367.1044999994 0, 734245.5947000002 1405690.9657000005 0, 732264.7120000003 1404319.5647999998 0, 732264.7120000003 1404319.5647999998 0))"
16,16,9.0,243221.043341,-1379944230.12,Etein,0.0,,"POLYGON Z ((868936.9672999997 1471403.3400999997 0, 866651.3016999997 1472965.1921999995 0, 865279.9188000001 1473765.169399999 0, 863299.0032000002 1474108.0196000002 0, 862308.5453000003 1474069.9273000006 0, 861051.4499000004 1473117.5712000001 0, 860327.6627000002 1471631.9135999996 0, 860327.6627000002 1468736.742900001 0, 861089.4467000002 1465689.2031999994 0, 860022.8963000001 1463403.5884000007 0, 855299.1489000004 1458832.2788999993 0, 850118.3838999998 1456851.382099999 0, 848137.5341999996 1455480.0012999997 0, 844937.6189000001 1448470.6679999996 0, 842651.8625999996 1446489.7811999992 0, 837166.3311999999 1444356.4954000004 0, 837571.1856000004 1444351.7464000005 0, 838790.1853 1443951.7577999998 0, 840371.0949999997 1442313.7112000007 0, 841190.1135 1440504.2394999992 0, 841113.9219000004 1435704.3764999993 0, 840428.1974999998 1433037.7893000003 0, 838904.4314000001 1430980.6980000008 0, 837075.9649999999 1429685.5017000008 0, 834104.6244000001 1428618.8687999994 0, 831133.2839000002 1428771.2378000002 0, 827323.8357999995 1429914.0650999993 0, 825723.8781000003 1431437.835000001 0, 824314.4242000002 1430317.6229999997 0, 822943.0412999997 1428031.9781999998 0, 823628.7328000003 1425136.8275000006 0, 827300.0383000001 1420204.7613999993 0, 829585.7204 1418071.5156999994 0, 834004.6353000002 1413500.2460999992 0, 838728.3167000003 1409386.0835999995 0, 845585.2556999996 1405424.2599999998 0, 844390.0206000004 1407118.3051999994 0, 844009.0625999998 1408946.8230000008 0, 844313.8289999999 1410775.3408000004 0, 844694.7869999995 1412146.7215999998 0, 845913.7867 1413365.7434999999 0, 847361.3611000003 1414051.4339000005 0, 849494.5939999996 1414356.1819000002 0, 852770.7669000002 1413822.8705000002 0, 855742.0250000004 1415194.2612999994 0, 858941.9402999999 1419003.6658999994 0, 865341.7708999999 1426165.3682000004 0, 866196.5433999998 1427546.2771000005 0, 866425.0851999996 1429489.0815999992 0, 866203.676 1431671.0975000001 0, 865784.6551999999 1432966.3539000005 0, 865670.3678000001 1434032.9967 0, 866051.3092999998 1435975.7913000006 0, 865682.2665999997 1436536.4971999992 0, 864634.6815 1437012.6701999996 0, 863701.3838999998 1437812.6473999992 0, 863225.2028999999 1438365.0150000006 0, 862806.1656 1439736.4057999998 0, 862844.2614000002 1440745.8904 0, 862882.3572000004 1441945.8561000004 0, 863168.0592 1443241.0625 0, 865624.9579999996 1445488.5749999993 0, 871110.4894000003 1447926.638699999 0, 873398.7111999998 1450542.0363999996 0, 876027.1895000003 1454351.4509999994 0, 878274.7428000001 1456256.1533000004 0, 878272.3679999998 1457335.8935000002 0, 879072.3468000004 1458364.4242000002 0, 879834.1968 1458935.8278 0, 878424.7511999998 1458935.8278 0, 876634.3145000003 1458897.7356000002 0, 872748.7078 1458707.2743999995 0, 872710.6119999997 1457107.33 0, 872520.1659000004 1456650.1930999998 0, 872024.9205 1456040.6871000007 0, 871301.1332999999 1456116.8816 0, 870424.9959000004 1456307.3529000003 0, 868786.9424 1456231.1583999991 0, 866996.5056999996 1456193.0660999995 0, 864748.9523999998 1456116.8816 0, 863491.8569999998 1457069.2278000005 0, 862310.9779000003 1458935.7979000006 0, 861091.9122000001 1462897.6314000003 0, 861853.8283000002 1466859.4049999993 0, 863987.0612000003 1467926.0679000001 0, 865206.1267999997 1468230.8059 0, 866272.6772999996 1469449.8377 0, 867948.8925000001 1470516.4605999999 0, 873739.1902999999 1470516.4605999999 0, 873929.6446000002 1471640.231899999 0, 873377.2884999998 1471925.9437000006 0, 872898.6584000001 1471784.2826000005 0, 870460.6673999997 1471479.5245999992 0, 868936.9672999997 1471403.3400999997 0))"
17,17,9.0,38273.9758831,109433323.69,Etein,0.0,,"POLYGON Z ((797967.5745999999 1398453.0789 0, 798805.6162999999 1399214.9539 0, 800253.1907000002 1401272.0351 0, 801624.5735999998 1402567.2414999995 0, 803529.2977 1403557.6898999996 0, 806348.2549999999 1403557.6898999996 0, 809471.9786999999 1402414.8625000007 0, 811757.5453000003 1397386.4360000007 0, 811288.6206 1395740.0612000003 0, 809383.8965999996 1393682.9799000006 0, 804888.79 1392616.3469999991 0, 800698.4497999996 1393835.3588999994 0, 798793.7258000001 1396273.3826000001 0, 797967.5745999999 1398453.0789 0))"
18,18,9.0,94233.2599975,364515889.315,Etein,0.0,,"POLYGON Z ((849851.7874999996 1401843.4487999994 0, 853344.3561000004 1406101.6521000005 0, 860811.0011 1408234.9378999993 0, 865686.9336999999 1409606.3387000002 0, 873458.0812999997 1409758.7076999992 0, 876048.4638 1406254.0210999995 0, 876048.4638 1402749.3743999992 0, 875439.1947999997 1399549.4658000004 0, 870867.6986999996 1399549.4658000004 0, 865077.4008999998 1399244.7278000005 0, 860049.0191000002 1396044.8191 0, 858982.4686000003 1393302.0373999998 0, 858220.5526 1391016.3827 0, 857458.6365999999 1386749.8410999998 0, 858537.2259999998 1381348.8104999997 0, 856023.0351 1384091.5822 0, 850156.5456999997 1388281.9291999992 0, 848251.8216000004 1391024.7109999992 0, 848099.4384000003 1393310.365700001 0, 848556.5880000005 1395215.0779999997 0, 850080.2880999995 1398643.5001999997 0, 849851.7874999996 1401843.4487999994 0))"
19,19,9.0,29994.8726068,-49925475.4917,Etein,0.0,,"POLYGON Z ((887145.9271999998 1404662.414999999 0, 886726.9062999999 1404586.2304999996 0, 885812.6401000004 1405157.644200001 0, 885431.6820999999 1405576.6788999997 0, 884784.0865000002 1405386.2076999992 0, 883526.9910000004 1405538.5767 0, 883588.9090999998 1403558.8796999995 0, 883569.8612000002 1401520.8444999997 0, 883627.0049 1398492.3608999997 0, 883493.6695999997 1397178.1184 0, 883836.5153000001 1396644.7970000003 0, 885455.5208 1396073.3833000008 0, 889036.3447000002 1395768.6352999993 0, 889264.9194999998 1396968.6010999996 0, 889950.6108999997 1397406.6819000002 0, 890522.0148999998 1398092.3724000007 0, 890693.4625000004 1399159.0052000005 0, 889817.2921000002 1400511.3499999996 0, 888941.1217 1401882.7408000007 0, 888236.3658999996 1402511.2928999998 0, 887322.1161000002 1403177.9372000005 0, 887207.8287000004 1404263.6162 0, 887145.9271999998 1404662.414999999 0, 886726.9062999999 1404586.2304999996 0, 887145.9271999998 1404662.414999999 0))"
20,20,10.0,60058.5914485,-198821961.647,Cuivre,0.0,,"POLYGON Z ((878274.7428000001 1456256.1533000004 0, 876827.1683 1454960.9569000006 0, 876027.1895000003 1454351.4509999994 0, 873398.7111999998 1450542.0363999996 0, 872789.1783999996 1446885.0008000005 0, 872865.3700000001 1443837.4711000007 0, 873855.7948000003 1440866.1259000003 0, 875836.7105 1439418.5505 0, 878427.0930000003 1438809.0446000006 0, 882236.5411 1439266.1815000009 0, 886503.0729 1439647.114 0, 889169.6469999999 1439113.8026 0, 889855.3797000004 1439189.9870999996 0, 890541.0711000003 1439532.8373000007 0, 891074.3793000001 1439799.4930000007 0, 891150.5708999997 1440980.4125999995 0, 890693.4543000003 1441208.9760999996 0, 889893.4754999997 1441589.9186000004 0, 889512.5175000001 1441856.5743000004 0, 889398.2301000003 1442656.5514000002 0, 889550.6133000003 1443494.6208999995 0, 888979.2092000004 1443799.3787999991 0, 888141.1346000005 1444408.8848 0, 887760.2095999997 1444827.9195000008 0, 887455.4431999996 1445094.5752000008 0, 887036.4223999996 1445704.0811 0, 887074.4852 1446542.1604999993 0, 887684.0180000002 1447227.8509999998 0, 887607.8263999997 1448903.9898000006 0, 887150.6767999995 1449399.2190000005 0, 886922.1349 1449703.9670000002 0, 886655.4643000001 1449856.3458999991 0, 886312.6350999996 1450008.7248999998 0, 886084.0603 1450427.7596000005 0, 882617.4743999997 1450503.9441 0, 882007.9746000003 1451037.2655999996 0, 881703.2411000002 1451684.8638000004 0, 881207.9956999999 1452332.4718999993 0, 880484.2084999997 1452827.6910999995 0, 879950.9002999999 1454237.1742000002 0, 879569.9753 1454884.7824000008 0, 879112.8256000001 1455494.2784000002 0, 878274.7428000001 1456256.1533000004 0, 878274.7428000001 1456256.1533000004 0))"
21,21,10.0,9511.03478121,806877.072972,Cuivre,0.0,,"POLYGON Z ((832404.6776999999 1435975.7913000006 0, 833623.6772999996 1440547.0908000004 0, 833357.0396999996 1438223.3538000006 0, 832404.6776999999 1435975.7913000006 0))"
22,22,10.0,52272.9814198,-138952481.592,Cuivre,0.0,,"POLYGON Z ((841190.1135 1440504.2394999992 0, 840371.0949999997 1442313.7112000007 0, 838790.1853 1443951.7577999998 0, 837571.1856000004 1444351.7464000005 0, 837166.3311999999 1444356.4954000004 0, 834728.4638 1442527.9876000006 0, 833623.6772999996 1440547.0908000004 0, 832404.6776999999 1435975.7913000006 0, 830423.7620000001 1434261.5602000002 0, 827985.7297 1433613.9619999994 0, 824366.7770999996 1433918.7200000007 0, 825723.8781000003 1431437.835000001 0, 827323.8357999995 1429914.0650999993 0, 829228.5598999998 1429380.7436999995 0, 831133.2839000002 1428771.2378000002 0, 834104.6244000001 1428618.8687999994 0, 837075.9649999999 1429685.5017000008 0, 838904.4314000001 1430980.6980000008 0, 840428.1974999998 1433037.7893000003 0, 841113.9219000004 1435704.3764999993 0, 841190.1135 1440504.2394999992 0))"
23,23,10.0,50795.8676458,-171156278.946,Cuivre,0.0,,"POLYGON Z ((797777.0049 1465689.2131999992 0, 796419.9451000001 1467149.8859 0, 794667.6701999996 1467835.5863000005 0, 792153.4133000001 1466921.3224 0, 790401.0724999998 1465778.5050000008 0, 788420.2227999996 1463569.0448000003 0, 786972.6482999995 1460597.6996 0, 786591.6902999999 1457626.3543999996 0, 786896.4567 1454426.4557000007 0, 787810.6898999996 1451836.0529999994 0, 789867.7971999999 1449931.3407000005 0, 791239.1801000005 1449550.3981999997 0, 792686.7544999998 1449550.3981999997 0, 794591.4786 1450693.2256000005 0, 796877.0947000002 1451607.4894999992 0, 799910.3698000005 1452889.5785000008 0, 797777.0049 1457460.8881 0, 797777.0049 1465689.2131999992 0, 797777.0049 1465689.2131999992 0))"
24,24,10.0,38768.4073939,115707734.56,Cuivre,0.0,,"POLYGON Z ((733983.6572000002 1401970.822899999 0, 734821.7812999999 1402656.5232999995 0, 736688.3766000001 1403227.9370000008 0, 738897.8671000004 1403570.7772000004 0, 741869.2076000003 1403494.5927000009 0, 744421.4943000004 1402694.6155999992 0, 745030.9940999998 1402161.2940999996 0, 745526.2395000001 1401551.7882000003 0, 746021.4518999998 1400789.9133000001 0, 746211.9309999999 1399913.7515999991 0, 746364.2812000001 1398923.303200001 0, 746288.1226000004 1398085.2337999996 0, 745907.1645 1396942.4064000007 0, 745335.7604999999 1395456.7288000006 0, 744078.6650999999 1393856.7744999994 0, 742669.1534000002 1392866.336100001 0, 740231.1540999999 1392561.5780999996 0, 737983.6008000001 1392675.8649000004 0, 736574.1222000001 1393361.5552999992 0, 735355.0894999998 1394428.1882000007 0, 734059.8982999995 1396180.5215000007 0, 733564.6858999999 1397628.0968999993 0, 733374.2068999996 1400142.3150999993 0, 733983.6572000002 1401970.822899999 0, 733983.6572000002 1401970.822899999 0))"
25,25,10.0,25439.930428,-40465048.5776,Cuivre,0.0,,"POLYGON Z ((790401.0559999999 1435396.0592999998 0, 789696.3826000001 1433491.3369999994 0, 790458.2986000003 1432119.9561 0, 791829.6155000003 1431358.0712000001 0, 793353.4227999998 1431281.8867000006 0, 794820.0368999997 1432348.5196000002 0, 797562.8026 1437072.1981000006 0, 797867.5690000001 1439357.8329000007 0, 794972.4200999998 1439662.5909000002 0, 790401.0559999999 1435396.0592999998 0, 790401.0559999999 1435396.0592999998 0))"
